date,region,state_po,candidate,party,voteshare,version
11/1/2008,Louisiana,LA,Baldwin,constitution party,0.13163256511119900,20171015
11/1/2008,Louisiana,LA,Harris,socialist workers,0.037485445701949400,20171015
11/1/2008,Louisiana,LA,La Riva,socialism and liberation party,0.018054214664612400,20171015
11/1/2008,Louisiana,LA,Amondson,prohibition,0.014025166759232800,20171015
11/1/2008,Maine,ME,Obama,democrat,57.70573729797600,20171015
11/1/2008,Maine,ME,McCain,republican,40.384018337908200,20171015
11/1/2008,Maine,ME,Nader,independent,1.4546687947831100,20171015
11/1/2008,Maine,ME,McKinney,green,0.39662838518907500,20171015
11/1/2008,Maine 1st CD,ME-1,McCain,republican,37.69,JJCooley
11/1/2008,Maine 1st CD,ME-1,Obama,democrat,60.51,JJCooley
11/1/2008,Maine 2nd CD,ME-2,McCain,republican,43.35,JJCooley
11/1/2008,Maine 2nd CD,ME-2,Obama,democrat,54.61,JJCooley
11/1/2008,Maryland,MD,Obama,democrat,61.919344762645900,20171015
11/1/2008,Maryland,MD,McCain,republican,36.474519645112700,20171015
11/1/2008,Maryland,MD,Nader,independent,0.55909037709435600,20171015
11/1/2008,Maryland,MD,Barr,libertarian,0.37399357652162400,20171015
11/1/2008,Maryland,MD,McKinney,green,0.18038483110629400,20171015
11/1/2008,Maryland,MD,Baldwin,constitution party,0.142879074143600,20171015
11/1/2008,Massachusetts,MA,Obama,democrat,61.363199102802300,20171015
11/1/2008,Massachusetts,MA,McCain,republican,35.734959289331800,20171015
11/1/2008,Massachusetts,MA,Nader,independent,0.92945686344966700,20171015
11/1/2008,Massachusetts,MA,Barr,libertarian,0.42504096848367500,20171015
11/1/2008,Massachusetts,MA,McKinney,green,0.21108638589491800,20171015
11/1/2008,Massachusetts,MA,Baldwin,constitution party,0.16020006477612800,20171015
11/1/2008,Michigan,MI,Obama,democrat,57.433247307459500,20171015
11/1/2008,Michigan,MI,McCain,republican,40.959705661952700,20171015
11/1/2008,Michigan,MI,Nader,natural law,0.661488852758200,20171015
11/1/2008,Michigan,MI,Barr,libertarian,0.47416864536839800,20171015
11/1/2008,Michigan,MI,Baldwin,u.s. taxpayers party,0.29360628087514500,20171015
11/1/2008,Michigan,MI,McKinney,green,0.17778325158609400,20171015
11/1/2008,Minnesota,MN,Obama,democrat,54.060292698279800,20171015
11/1/2008,Minnesota,MN,McCain,republican,43.822931044139100,20171015
11/1/2008,Minnesota,MN,Nader,independent,1.036019831162300,20171015
11/1/2008,Minnesota,MN,Barr,libertarian,0.31521776104679500,20171015
11/1/2008,Minnesota,MN,Baldwin,constitution party,0.23320066974325200,20171015
11/1/2008,Minnesota,MN,McKinney,green,0.17777814428342200,20171015
11/1/2008,Minnesota,MN,Calero,socialist workers,0.027144324310766100,20171015
11/1/2008,Mississippi,MS,McCain,republican,56.176188981017400,20171015
11/1/2008,Mississippi,MS,Obama,democrat,43.001554426238400,20171015
11/1/2008,Mississippi,MS,Nader,independent,0.31096277517414600,20171015
11/1/2008,Mississippi,MS,Baldwin,constitution party,0.1977726351207300,20171015
11/1/2008,Mississippi,MS,Barr,libertarian,0.1960670302706100,20171015
11/1/2008,Mississippi,MS,McKinney,green,0.080163427955638800,20171015
11/1/2008,Mississippi,MS,Weill,reform party,0.037290724223077600,20171015
11/1/2008,Missouri,MO,McCain,republican,49.426074411878800,20171015
11/1/2008,Missouri,MO,Obama,democrat,49.292647865705100,20171015
11/1/2008,Missouri,MO,Nader,independent,0.60894877453033200,20171015
11/1/2008,Missouri,MO,Barr,libertarian,0.38923767735936500,20171015
11/1/2008,Missouri,MO,Baldwin,constitution party,0.28035641946461900,20171015
11/1/2008,Missouri,MO,McKinney,,0.0027348510617204600,20171015
11/1/2008,Montana,MT,McCain,republican,49.532450944585800,20171015
11/1/2008,Montana,MT,Obama,democrat,47.268464770081800,20171015
11/1/2008,Montana,MT,Paul,constitution party,2.170537574294700,20171015
11/1/2008,Montana,MT,Nader,independent,0.75207759906469800,20171015
11/1/2008,Montana,MT,Barr,libertarian,0.27646911197305100,20171015
11/1/2008,Nebraska,NE,McCain,republican,56.531853369791600,20171015
11/1/2008,Nebraska,NE,Obama,democrat,41.598265776924700,20171015
11/1/2008,Nebraska,NE,Nader,independent,0.67466968516662700,20171015
11/1/2008,Nebraska,NE,Baldwin,nebraska party,0.37090608662878600,20171015
11/1/2008,Nebraska,NE,Barr,libertarian,0.34195244864161300,20171015
11/1/2008,Nebraska,NE,McKinney,green,0.12829456832247400,20171015
11/1/2008,Nebraska 1st CD,NE-1,McCain,republican,54.1,JJCooley
11/1/2008,Nebraska 1st CD,NE-1,Obama,democrat,44.33,JJCooley
11/1/2008,Nebraska 2nd CD,NE-2,McCain,republican,48.75,JJCooley
11/1/2008,Nebraska 2nd CD,NE-2,Obama,democrat,50,JJCooley
11/1/2008,Nebraska 3rd CD,NE-3,McCain,republican,68.64,JJCooley
11/1/2008,Nebraska 3rd CD,NE-3,Obama,democrat,29.63,JJCooley
11/1/2008,Nevada,NV,Obama,democrat,55.146675924318700,20171015
11/1/2008,Nevada,NV,McCain,republican,42.654115108984100,20171015
11/1/2008,Nevada,NV,Nader,independent,0.63543035683289100,20171015
11/1/2008,Nevada,NV,Barr,libertarian,0.44046172539489700,20171015
11/1/2008,Nevada,NV,Baldwin,independent american,0.33001049751613900,20171015
11/1/2008,Nevada,NV,McKinney,green,0.14578735503922100,20171015
11/1/2008,New Hampshire,NH,Obama,democrat,54.126897056134600,20171015
11/1/2008,New Hampshire,NH,McCain,republican,44.521428470962200,20171015
11/1/2008,New Hampshire,NH,Nader,independent,0.49270714657439800,20171015
11/1/2008,New Hampshire,NH,Barr,libertarian,0.38651419891134600,20171015
11/1/2008,New Jersey,NJ,Obama,democrat,57.27213715188600,20171015
11/1/2008,New Jersey,NJ,McCain,republican,41.703933859274900,20171015
11/1/2008,New Jersey,NJ,Nader,independent,0.55058674016095700,20171015
11/1/2008,New Jersey,NJ,Barr,libertarian,0.21821310328193400,20171015
11/1/2008,New Jersey,NJ,Baldwin,constitution party,0.10226881134739200,20171015
11/1/2008,New Jersey,NJ,McKinney,green,0.0939963089128200,20171015
11/1/2008,New Jersey,NJ,Moore,socialist,0.018070247505517400,20171015
11/1/2008,New Jersey,NJ,Boss,vote here,0.016519153299035200,20171015
11/1/2008,New Jersey,NJ,Calero,socialist workers,0.01352037116650300,20171015
11/1/2008,New Jersey,NJ,La Riva,socialism and liberation party,0.010754253164943100,20171015
11/1/2008,New Mexico,NM,Obama,democrat,56.907480262793300,20171015
11/1/2008,New Mexico,NM,McCain,republican,41.779034834332700,20171015
11/1/2008,New Mexico,NM,Nader,independent,0.64168507681670200,20171015
11/1/2008,New Mexico,NM,Barr,libertarian,0.29247444462379500,20171015
11/1/2008,New Mexico,NM,Baldwin,constitution party,0.19237301814835200,20171015
11/1/2008,New Mexico,NM,McKinney,green,0.18695236328506100,20171015
11/1/2008,New York,NY,Obama,democrat,60.156961540757700,20171015
11/1/2008,New York,NY,McCain,republican,31.317237111175200,20171015
11/1/2008,New York,NY,McCain,conservative,2.2076480257300600,20171015
11/1/2008,New York,NY,McCain,independence,2.1234472487052900,20171015
11/1/2008,New York,NY,Obama,working families,2.0669853311679200,20171015
11/1/2008,New York,NY,Nader,populist,0.53417376983920900,20171015
11/1/2008,New York,NY,Barr,libertarian,0.25376782937208500,20171015
11/1/2008,New York,NY,McKinney,green,0.1657727078889600,20171015
11/1/2008,New York,NY,Harris,socialist workers,0.046814181627887700,20171015
11/1/2008,New York,NY,La Riva,socialism and liberation party,0.021225019000859700,20171015
11/1/2008,North Carolina,NC,Obama,democrat,49.703666399047400,20171015
11/1/2008,North Carolina,NC,McCain,republican,49.374798618648600,20171015
11/1/2008,North Carolina,NC,Barr,libertarian,0.59668033063541300,20171015
11/1/2008,North Carolina,NC,Nader,independent,0.035027886605220200,20171015
11/1/2008,North Dakota,ND,McCain,republican,53.25010027761900,20171015
11/1/2008,North Dakota,ND,Obama,democrat,44.620540014717900,20171015
11/1/2008,North Dakota,ND,Nader,independent,1.3230329005340800,20171015
11/1/2008,North Dakota,ND,Barr,libertarian,0.42764061764696600,20171015
11/1/2008,North Dakota,ND,Baldwin,constitution party,0.37868618948206200,20171015
11/1/2008,Ohio,OH,Obama,democrat,51.504270060525400,20171015
11/1/2008,Ohio,OH,McCain,republican,46.910578363274900,20171015
11/1/2008,Ohio,OH,Nader,independent,0.81007646693002400,20171015
11/1/2008,Ohio,OH,Barr,libertarian,0.34890993018998500,20171015
11/1/2008,Ohio,OH,Baldwin,constitution party,0.2201161456462900,20171015
11/1/2008,Ohio,OH,McKinney,green,0.14922000227736600,20171015
11/1/2008,Ohio,OH,Moore,socialist,0.04791226886928800,20171015
11/1/2008,Oklahoma,OK,McCain,republican,65.645081122693500,20171015
11/1/2008,Oklahoma,OK,Obama,democrat,34.354918877306500,20171015
11/1/2008,Oregon,OR,Obama,democrat,56.748806256920600,20171015
11/1/2008,Oregon,OR,McCain,republican,40.400981692292200,20171015
11/1/2008,Oregon,OR,Nader,peace party,1.0183470980335500,20171015
11/1/2008,Oregon,OR,Baldwin,constitution party,0.42087376303707500,20171015
11/1/2008,Oregon,OR,McKinney,green,0.24854146698003800,20171015
11/1/2008,Pennsylvania,PA,Obama,democrat,54.485528012037400,20171015
11/1/2008,Pennsylvania,PA,McCain,republican,44.167052479914400,20171015
11/1/2008,Pennsylvania,PA,Nader,independent,0.71470241159887700,20171015
11/1/2008,Pennsylvania,PA,Barr,libertarian,0.33113419782108600,20171015
11/1/2008,Rhode Island,RI,Obama,democrat,62.864004612456200,20171015
11/1/2008,Rhode Island,RI,McCain,republican,35.057846474735400,20171015
11/1/2008,Rhode Island,RI,Nader,independent,1.0236006833896500,20171015
11/1/2008,Rhode Island,RI,Barr,libertarian,0.29294183981041400,20171015
11/1/2008,Rhode Island,RI,McKinney,green,0.16893968620036200,20171015
11/1/2008,Rhode Island,RI,Baldwin,constitution party,0.14307940801159900,20171015
11/1/2008,Rhode Island,RI,La Riva,socialism and liberation party,0.025860278188763100,20171015
11/1/2008,South Carolina,SC,McCain,republican,53.873643978637900,20171015
11/1/2008,South Carolina,SC,Obama,democrat,44.896560017366200,20171015
11/1/2008,South Carolina,SC,Barr,libertarian,0.37913157370056500,20171015
11/1/2008,South Carolina,SC,Baldwin,constitution party,0.35539355398239100,20171015
11/1/2008,South Carolina,SC,Nader,independent,0.26304432814897100,20171015
11/1/2008,South Carolina,SC,McKinney,green,0.23222654816397300,20171015
11/1/2008,South Dakota,SD,McCain,republican,53.158976372799300,20171015
11/1/2008,South Dakota,SD,Obama,democrat,44.747431114601700,20171015
11/1/2008,South Dakota,SD,Nader,independent,1.11708881471300,20171015
11/1/2008,South Dakota,SD,Baldwin,constitution party,0.49610576608416800,20171015
11/1/2008,South Dakota,SD,Barr,libertarian,0.48039793180181900,20171015
11/1/2008,Tennessee,TN,McCain,republican,56.896954282894200,20171015
11/1/2008,Tennessee,TN,Obama,democrat,41.82853806271300,20171015
11/1/2008,Texas,TX,McCain,republican,55.452360452326400,20171015
11/1/2008,Texas,TX,Obama,democrat,43.683121445889600,20171015
11/1/2008,Texas,TX,Barr,libertarian,0.69469452988098900,20171015
11/1/2008,Texas,TX,Nader,independent,0.071195171454586300,20171015
11/1/2008,Utah,UT,McCain,republican,62.583869714501700,20171015
11/1/2008,Utah,UT,Obama,democrat,34.405745666075200,20171015
11/1/2008,Utah,UT,Baldwin,constitution party,1.261274504656800,20171015
11/1/2008,Utah,UT,Nader,peace & freedom,0.88369016243686800,20171015
11/1/2008,Utah,UT,Barr,libertarian,0.73143841154173300,20171015
11/1/2008,Utah,UT,McKinney,green,0.10311118577863600,20171015
11/1/2008,Utah,UT,La Riva,socialism and liberation party,0.027510316368638200,20171015
11/1/2008,Vermont,VT,Obama,democrat,67.455683195609200,20171015
11/1/2008,Vermont,VT,McCain,republican,30.449228724549800,20171015
11/1/2008,Vermont,VT,Nader,independent,1.0272392215255700,20171015
11/1/2008,Vermont,VT,Barr,libertarian,0.32826123071811400,20171015
11/1/2008,Vermont,VT,Baldwin,constitution party,0.1538243817798100,20171015
11/1/2008,Vermont,VT,Calero,socialist workers,0.046147314533942900,20171015
11/1/2008,Vermont,VT,La Riva,socialism and liberation party,0.045839665770383300,20171015
11/1/2008,Vermont,VT,Moore,liberty union party,0.043378475661906300,20171015
11/1/2008,Virginia,VA,Obama,democrat,52.629469873175700,20171015
11/1/2008,Virginia,VA,McCain,republican,46.330500690255300,20171015
11/1/2008,Virginia,VA,Nader,independent,0.30841252021078300,20171015
11/1/2008,Virginia,VA,Barr,libertarian,0.29723951590810200,20171015
11/1/2008,Virginia,VA,Baldwin,independent green,0.20073806288037900,20171015
11/1/2008,Virginia,VA,McKinney,green,0.062955581936260200,20171015
11/1/2008,Washington,WA,Obama,democrat,57.652892213648400,20171015
11/1/2008,Washington,WA,McCain,republican,40.476304942114900,20171015
11/1/2008,Washington,WA,Nader,independent,0.97103011711369400,20171015
11/1/2008,Washington,WA,Barr,libertarian,0.41911463022222200,20171015
11/1/2008,Washington,WA,Baldwin,constitution party,0.31058211755625300,20171015
11/1/2008,Washington,WA,McKinney,green,0.12575414619882700,20171015
11/1/2008,Washington,WA,La Riva,socialism and liberation party,0.023214630288078700,20171015
11/1/2008,Washington,WA,Harris,socialist workers,0.021107202857671600,20171015
11/1/2008,West Virginia,WV,McCain,republican,55.710343106954800,20171015
11/1/2008,West Virginia,WV,Obama,democrat,42.589750382296800,20171015
11/1/2008,West Virginia,WV,Nader,independent,1.011842439074300,20171015
11/1/2008,West Virginia,WV,Baldwin,constitution party,0.34550375568889800,20171015
11/1/2008,West Virginia,WV,McKinney,mountain party,0.33008573819365300,20171015
11/1/2008,Wisconsin,WI,Obama,democrat,56.217786517942300,20171015
11/1/2008,Wisconsin,WI,McCain,republican,42.313662488348100,20171015
11/1/2008,Wisconsin,WI,Nader,independent,0.59009518280548800,20171015
11/1/2008,Wisconsin,WI,Barr,libertarian,0.29690787442720900,20171015
11/1/2008,Wisconsin,WI,Baldwin,constitution party,0.17000640540695500,20171015
11/1/2008,Wisconsin,WI,McKinney,green,0.14131447263322600,20171015
11/1/2008,Wisconsin,WI,Wamboldt,we the people,0.025608220372814100,20171015
11/1/2008,Wisconsin,WI,Moore,socialist party usa,0.018100051048847700,20171015
11/1/2008,Wisconsin,WI,La Riva,socialism and liberation party,0.0079439112936609300,20171015
11/1/2008,Wyoming,WY,McCain,republican,64.713774597495500,20171015
11/1/2008,Wyoming,WY,Obama,democrat,32.509493770203700,20171015
11/1/2008,Wyoming,WY,Barr,libertarian,0.62533345887079100,20171015
11/1/2012,Alabama,AL,Romney,republican,60.545822329822800,20171015
11/1/2012,Alabama,AL,Obama,democrat,38.359033098752500,20171015
11/1/2012,Alaska,AK,Romney,republican,54.801577397294500,20171015
11/1/2012,Alaska,AK,Obama,democrat,40.812659112464400,20171015
11/1/2012,Alaska,AK,Johnson,libertarian,2.4599410971896400,20171015
11/1/2012,Alaska,AK,Stein,green,0.97073162615018600,20171015
11/1/2012,Arizona,AZ,Romney,republican,53.654533165974700,20171015
11/1/2012,Arizona,AZ,Obama,democrat,44.589766941799400,20171015
11/1/2012,Arizona,AZ,Johnson,libertarian,1.3961049975339800,20171015
11/1/2012,Arizona,AZ,Stein,green,0.33993634457089100,20171015
11/1/2012,Arkansas,AR,Romney,republican,60.566936084109100,20171015
11/1/2012,Arkansas,AR,Obama,democrat,36.878990301720100,20171015
11/1/2012,Arkansas,AR,Johnson,libertarian,1.521878167462700,20171015
11/1/2012,Arkansas,AR,Stein,green,0.87005875818631300,20171015
11/1/2012,Arkansas,AR,La Riva,socialism and liberation party,0.1621366885217700,20171015
11/1/2012,California,CA,Obama,democrat,60.238959141689600,20171015
11/1/2012,California,CA,Romney,republican,37.120378520704800,20171015
11/1/2012,California,CA,Johnson,libertarian,1.0984429476689400,20171015
11/1/2012,California,CA,Stein,green,0.65680631438457100,20171015
11/1/2012,California,CA,Barr,peace & freedom,0.41280673375645300,20171015
11/1/2012,California,CA,Hoefling,american independent party,0.29429659608543800,20171015
11/1/2012,Colorado,CO,Obama,democrat,51.492226551615200,20171015
11/1/2012,Colorado,CO,Romney,republican,46.12709163904800,20171015
11/1/2012,Colorado,CO,Johnson,libertarian,1.3833344489779400,20171015
11/1/2012,Colorado,CO,Stein,green,0.29219510600439900,20171015
11/1/2012,Colorado,CO,Goode,american constitution party,0.24261378407451100,20171015
11/1/2012,Colorado,CO,Barr,peace & freedom,0.19680749215027300,20171015
11/1/2012,Colorado,CO,Reed,no party affiliation,0.1007193572641700,20171015
11/1/2012,Colorado,CO,Anderson,justice,0.049114307908571100,20171015
11/1/2012,Colorado,CO,Tittle,we the people,0.03078400757185400,20171015
11/1/2012,Colorado,CO,Hoefling,america's party,0.026425210039556100,20171015
11/1/2012,Colorado,CO,La Riva,socialism and liberation party,0.012336953729807500,20171015
11/1/2012,Colorado,CO,Alexander,socialist,0.011986693213819300,20171015
11/1/2012,Colorado,CO,Miller,american third position,0.010391061974317300,20171015
11/1/2012,Colorado,CO,Stevens,objectivist party,0.0091456912508036500,20171015
11/1/2012,Colorado,CO,Harris,socialist workers,0.0074722243410821300,20171015
11/1/2012,Colorado,CO,White,socialist equality party,0.0073554708357527300,20171015
11/1/2012,Connecticut,CT,Obama,democrat,58.085013258854400,20171015
11/1/2012,Connecticut,CT,Romney,republican,40.74511424691500,20171015
11/1/2012,Connecticut,CT,Johnson,libertarian,0.7919373843219500,20171015
11/1/2012,Delaware,DE,Obama,democrat,58.610741984585300,20171015
11/1/2012,Delaware,DE,Romney,republican,39.982604073546100,20171015
11/1/2012,Delaware,DE,Johnson,libertarian,0.93793036797216700,20171015
11/1/2012,Delaware,DE,Stein,green,0.46872357389644600,20171015
11/1/2012,District of Columbia,DC,Obama,democrat,90.913113928187300,20171015
11/1/2012,District of Columbia,DC,Romney,republican,7.2782914176005200,20171015
11/1/2012,District of Columbia,DC,Stein,d.c. statehood green,0.83672607943791600,20171015
11/1/2012,District of Columbia,DC,Johnson,libertarian,0.7090725888808700,20171015
11/1/2012,Florida,FL,Obama,democrat,50.007865068698700,20171015
11/1/2012,Florida,FL,Romney,republican,49.130977761975500,20171015
11/1/2012,Florida,FL,Johnson,libertarian,0.52779154181189700,20171015
11/1/2012,Florida,FL,Stein,green,0.10557954935811500,20171015
11/1/2012,Florida,FL,Barr,peace & freedom,0.096221710681353300,20171015
11/1/2012,Florida,FL,Stevens,objectivist party,0.045502933086497200,20171015
11/1/2012,Florida,FL,Goode,constitution party,0.030764042156768200,20171015
11/1/2012,Florida,FL,Anderson,justice,0.020698170288826800,20171015
11/1/2012,Florida,FL,Hoefling,american independent,0.011163323314270300,20171015
11/1/2012,Florida,FL,Barnett,reform party,0.0096764536127924600,20171015
11/1/2012,Florida,FL,Alexander,socialist,0.0094286419958794800,20171015
11/1/2012,Florida,FL,Lindsay,socialism and liberation party,0.0037997781259989900,20171015
11/1/2012,Georgia,GA,Romney,republican,53.329242177524500,20171015
11/1/2012,Georgia,GA,Obama,democrat,45.507959666882100,20171015
11/1/2012,Georgia,GA,Johnson,libertarian,1.1627981555933900,20171015
11/1/2012,Hawaii,HI,Obama,democrat,70.147932445631900,20171015
11/1/2012,Hawaii,HI,Romney,republican,27.682147685395900,20171015
11/1/2012,Hawaii,HI,Johnson,libertarian,0.87839893494129100,20171015
11/1/2012,Hawaii,HI,Stein,green,0.72833911688882100,20171015
11/1/2012,Idaho,ID,Romney,republican,64.529783495892800,20171015
11/1/2012,Idaho,ID,Obama,democrat,32.622333559209800,20171015
11/1/2012,Idaho,ID,Johnson,libertarian,1.449237590337800,20171015
11/1/2012,Idaho,ID,Goode,constitution party,0.3406543875733200,20171015
11/1/2012,Illinois,IL,Obama,democrat,57.602135362477100,20171015
11/1/2012,Illinois,IL,Romney,republican,40.732741270816900,20171015
11/1/2012,Illinois,IL,Johnson,libertarian,1.0726602408921500,20171015
11/1/2012,Illinois,IL,Stein,green,0.57653413363642300,20171015
11/1/2012,Indiana,IN,Romney,republican,54.125532380224500,20171015
11/1/2012,Indiana,IN,Obama,democrat,43.927302904058400,20171015
11/1/2012,Indiana,IN,Johnson,libertarian,1.909329427624100,20171015
11/1/2012,Iowa,IA,Obama,democrat,51.988016534149100,20171015
11/1/2012,Iowa,IA,Romney,republican,46.177868510536100,20171015
11/1/2012,Iowa,IA,Johnson,libertarian,0.81697404846477600,20171015
11/1/2012,Iowa,IA,Stein,green,0.23821562654059600,20171015
11/1/2012,Iowa,IA,Goode,constitution party,0.19201355092340900,20171015
11/1/2012,Iowa,IA,Harris,socialist workers,0.02812575054671400,20171015
11/1/2012,Iowa,IA,La Riva,socialism and liberation party,0.023511863378376700,20171015
11/1/2012,Kansas,KS,Romney,republican,59.711320369216100,20171015
11/1/2012,Kansas,KS,Obama,democrat,37.99457055391900,20171015
11/1/2012,Kansas,KS,Johnson,libertarian,1.7634923631711500,20171015
11/1/2012,Kansas,KS,Baldwin,reform party,0.43251081277031900,20171015
11/1/2012,Kentucky,KY,Romney,republican,60.493141599321600,20171015
11/1/2012,Kentucky,KY,Obama,democrat,37.801327834445800,20171015
11/1/2012,Kentucky,KY,Johnson,libertarian,0.94941498276218900,20171015
11/1/2012,Kentucky,KY,Terry,independent,0.38237002646321100,20171015
11/1/2012,Kentucky,KY,Stein,green,0.35260169640532100,20171015
11/1/2012,Louisiana,LA,Romney,republican,57.784575728474200,20171015
11/1/2012,Louisiana,LA,Obama,democrat,40.577463623302100,20171015
11/1/2012,Louisiana,LA,Johnson,libertarian,0.91055206324768800,20171015
11/1/2012,Louisiana,LA,Stein,green,0.34993844232760700,20171015
11/1/2012,Louisiana,LA,Goode,constitution party,0.12577323206615600,20171015
11/1/2012,Louisiana,LA,Tittle,we the people,0.08861295895570100,20171015
11/1/2012,Louisiana,LA,Anderson,justice,0.068603581126994400,20171015
11/1/2012,Louisiana,LA,Lindsay,socialism and liberation party,0.031192563933472600,20171015
11/1/2012,Louisiana,LA,Fellure,prohibition,0.025977087005689400,20171015
11/1/2012,Louisiana,LA,Harris,socialist workers,0.019507889662573700,20171015
11/1/2012,Louisiana,LA,White,socialist equality party,0.017802829897721500,20171015
11/1/2012,Maine,ME,Obama,democrat,55.371034193482500,20171015
11/1/2012,Maine,ME,Romney,republican,40.327392039825700,20171015
11/1/2012,Maine,ME,Johnson,libertarian,1.2903617483353100,20171015
11/1/2012,Maine,ME,Stein,green,1.1202359960152200,20171015
11/1/2012,Maine 1st CD,ME-1,Romney,republican,38.18,JJCooley
11/1/2012,Maine 1st CD,ME-1,Obama,democrat,59.57,JJCooley
11/1/2012,Maine 2nd CD,ME-2,Romney,republican,44.38,JJCooley
11/1/2012,Maine 2nd CD,ME-2,Obama,democrat,52.94,JJCooley
11/1/2012,Maryland,MD,Obama,democrat,61.974190779318500,20171015
11/1/2012,Maryland,MD,Romney,republican,35.897732338945400,20171015
11/1/2012,Maryland,MD,Johnson,libertarian,1.1153067213528300,20171015
11/1/2012,Maryland,MD,Stein,green,0.63198867369918700,20171015
11/1/2012,Massachusetts,MA,Obama,democrat,60.338308320216500,20171015
11/1/2012,Massachusetts,MA,Romney,republican,37.319122315334900,20171015
11/1/2012,Massachusetts,MA,Johnson,libertarian,0.97104575220872100,20171015
11/1/2012,Massachusetts,MA,Stein,green-rainbow,0.64980296439038300,20171015
11/1/2012,Michigan,MI,Obama,democrat,54.208204210518800,20171015
11/1/2012,Michigan,MI,Romney,republican,44.710916027420200,20171015
11/1/2012,Michigan,MI,Stein,green,0.46284465249237900,20171015
11/1/2012,Michigan,MI,Goode,u.s. taxpayers party,0.34071301792595600,20171015
11/1/2012,Michigan,MI,Anderson,natural law,0.10879396384793700,20171015
11/1/2012,Minnesota,MN,Obama,democrat,52.652303153246300,20171015
11/1/2012,Minnesota,MN,Romney,republican,44.958201106668700,20171015
11/1/2012,Minnesota,MN,Johnson,libertarian,1.1952075914649800,20171015
11/1/2012,Minnesota,MN,Stein,green,0.44347793217985300,20171015
11/1/2012,Minnesota,MN,Goode,constitution party,0.12674689883847100,20171015
11/1/2012,Minnesota,MN,Carlson,grassroots,0.10723427846382200,20171015
11/1/2012,Minnesota,MN,Anderson,justice,0.067970663643629400,20171015
11/1/2012,Minnesota,MN,Morstad,constitutional government,0.037186355059540700,20171015
11/1/2012,Minnesota,MN,Harris,socialist workers,0.03579016407287300,20171015
11/1/2012,Minnesota,MN,Lindsay,socialism and liberation party,0.013519215163587600,20171015
11/1/2012,Mississippi,MS,Romney,republican,55.285846743581100,20171015
11/1/2012,Mississippi,MS,Obama,democrat,43.789359543989300,20171015
11/1/2012,Mississippi,MS,Johnson,libertarian,0.51929706654718800,20171015
11/1/2012,Mississippi,MS,Goode,constitution party,0.20294278709131400,20171015
11/1/2012,Mississippi,MS,Stein,green,0.12352362817209900,20171015
11/1/2012,Mississippi,MS,Washer,reform party,0.079030230618924900,20171015
11/1/2012,Missouri,MO,Romney,republican,53.763741135877100,20171015
11/1/2012,Missouri,MO,Obama,democrat,44.383483545453300,20171015
11/1/2012,Missouri,MO,Johnson,libertarian,1.5649599267115200,20171015
11/1/2012,Missouri,MO,Goode,constitution party,0.28781539195806900,20171015
11/1/2012,Montana,MT,Romney,republican,55.351535384920500,20171015
11/1/2012,Montana,MT,Obama,democrat,41.698137374805800,20171015
11/1/2012,Montana,MT,Johnson,libertarian,2.9263626747760600,20171015
11/1/2012,Nebraska,NE,Romney,republican,59.80319217904800,20171015
11/1/2012,Nebraska,NE,Obama,democrat,38.02731441792900,20171015
11/1/2012,Nebraska,NE,Johnson,libertarian,1.3984508653929700,20171015
11/1/2012,Nebraska 1st CD,NE-1,Romney,republican,57.43,JJCooley
11/1/2012,Nebraska 1st CD,NE-1,Obama,democrat,40.83,JJCooley
11/1/2012,Nebraska 2nd CD,NE-2,Romney,republican,52.85,JJCooley
11/1/2012,Nebraska 2nd CD,NE-2,Obama,democrat,45.7,JJCooley
11/1/2012,Nebraska 3rd CD,NE-3,Romney,republican,70.24,JJCooley
11/1/2012,Nebraska 3rd CD,NE-3,Obama,democrat,27.82,JJCooley
11/1/2012,Nevada,NV,Obama,democrat,52.356249470400600,20171015
11/1/2012,Nevada,NV,Romney,republican,45.675315641263600,20171015
11/1/2012,Nevada,NV,Johnson,libertarian,1.0806784390463100,20171015
11/1/2012,Nevada,NV,Goode,independent american,0.31923761328501400,20171015
11/1/2012,New Hampshire,NH,Obama,democrat,51.97968415071200,20171015
11/1/2012,New Hampshire,NH,Romney,republican,46.403796492688900,20171015
11/1/2012,New Hampshire,NH,Johnson,libertarian,1.1550384543976400,20171015
11/1/2012,New Hampshire,NH,Goode,constitution party,0.099581980724979300,20171015
11/1/2012,New Jersey,NJ,Obama,democrat,58.342354910637600,20171015
11/1/2012,New Jersey,NJ,Romney,republican,40.623564827144400,20171015
11/1/2012,New Jersey,NJ,Johnson,libertarian,0.57812301171444600,20171015
11/1/2012,New Jersey,NJ,Stein,green,0.27170544776843400,20171015
11/1/2012,New Jersey,NJ,Goode,constitution party,0.056699204809455800,20171015
11/1/2012,New Jersey,NJ,Anderson,justice,0.047354692140907600,20171015
11/1/2012,New Jersey,NJ,Boss,nsa did 911,0.02814347344880400,20171015
11/1/2012,New Jersey,NJ,Harris,socialist workers,0.01948605730000200,20171015
11/1/2012,New Jersey,NJ,Miller,american third position,0.018249283564458900,20171015
11/1/2012,New Jersey,NJ,Lindsay,socialism and liberation party,0.014319091471510600,20171015
11/1/2012,New Mexico,NM,Obama,democrat,52.992760520466800,20171015
11/1/2012,New Mexico,NM,Romney,republican,42.843326639090100,20171015
11/1/2012,New Mexico,NM,Johnson,libertarian,3.5454821513783600,20171015
